Date,Year,Aircraft Type,Manufacturer,Registration,Operator,Fatalities,Location,Damage,Causes,Total Seats,Everyone Involved
7-Jun-24,2024,Fairchild SA227-AC Metro III,Fairchild,LV-VDJ,Dos Mil Aerosistema,0,"Río Gallegos International Airport, SC (RGL/SAWG)",sub,Runway,0,0
4-Jun-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,C-FWEW,WestJet Encore,0,"Calgary International Airport, AB (YYC/CYYC)",sub,Miscellaneous,0,0
4-Jun-24,2024,Airbus A319-132,Airbus,HS-PGN,Bangkok Airways,0,Koh Samui Airport (USM),sub,Undetermined,0,0
31-May-24,2024,Airbus A330-203,Airbus,F-GZCL,Air France,0,N'Djamena Airport (NDJ/FTTJ),sub,Miscellaneous,0,0
26-May-24,2024,Boeing 787-9 Dreamliner,Boeing,A7-BHM,Qatar Airways,0,Turkish airspace,non,Turbulence,0,0
21-May-24,2024,Cirrus SF50 Vision Jet G2+ Xi,Cirrus,N18YF,JGM Aviation LLC,0,"David Wayne Hooks Memorial Airport (DWH/KDWH), Houston, TX",sub,Mechanical Failure,0,0
20-May-24,2024,Boeing 757-330 (WL),Boeing,D-ABOB,Condor Flugdienst,0,Frankfurt International Airport (FRA/EDDF),non,Miscellaneous,0,0
20-May-24,2024,Beechcraft 200 Super King Air (TC-12B Huron),Beechcraft,N762MC,Lee County Mosquito Control District,0,"Buckingham Airport (FL59), Lehigh Acres, FL",sub,Undetermined,0,0
19-May-24,2024,Airbus A330-343,Airbus,HL8502,T'way Air,0,60NM SE of Beijing Airport,non,Turbulence,0,0
19-May-24,2024,Airbus A320-214,Airbus,RA-73832,Ural Airlines,0,Ekaterinburg-Koltsovo Airport (SVX/USSS),non,Miscellaneous,0,0
9-May-24,2024,Boeing 737-85R (WL),Boeing,9H-TJF,Corendon Airlines,0,Gazipasa-Alanya Airport (GZP/LTFG),sub,Mechanical Failure,0,0
9-May-24,2024,Boeing 737-38J,Boeing,6V-AJE,"Transair, opf Air Senegal",0,Dakar-Blaise Diagne International Airport (DSS/GOBD),sub,Runway,0,0
5-May-24,2024,Boeing 737-3Y0 (BDSF),Boeing,9S-AKK,Serve Air Cargo,0,Kinshasa-N'Djili Airport (FIH),sub,Mechanical Failure,0,0
5-May-24,2024,Fokker 50,Fokker,D6-AIB,R'Komor,0,Mohéli Bandar Es Salam Airport (NWA),sub,Mechanical Failure,0,0
4-May-24,2024,Boeing 737-838 (WL),Boeing,VH-VYK,Qantas,0,"19.4 NM SE of Brisbane International Airport, QLD (BNE)",non,Turbulence,0,0
3-May-24,2024,Airbus A330-243,Airbus,A4O-DA,"Qatar Airways, lsf Oman Air",0,over Ethiopia,min,Turbulence,0,0
3-May-24,2024,Embraer ERJ-145LR,Embraer,N942JX,JSX,0,"Houston-William P. Hobby Airport (HOU/KHOU), Houston, TX",sub,Undetermined,0,0
3-May-24,2024,Antonov An-2R,Antonov,UP-A0124,Navigator,0,near Arkalyk Airport (AYK/UAUR),sub,Runway,0,0
26-Apr-24,2024,Boeing 757-232 (WL),Boeing,N6703D,Delta Air Lines,0,"near Hogansville, GA",non,Turbulence,0,0
25-Apr-24,2024,Cessna 208 Caravan I,Cessna,F-GUTS,C2C Aviation,0,near Gap-Tallard Airfield (GAT),sub,Undetermined,0,0
23-Apr-24,2024,Learjet 75,Learjet,PP-DYB,Cimed & Co SA,0,"Erechim Airport (ERM), RS",sub,Runway,0,0
22-Apr-24,2024,Short C-23B+ Sherpa,Short,N163Z,US Forest Service (USFS),0,"Hamilton-Ravalli County Airport (HRF), Hamilton, MT",sub,Undetermined,0,0
22-Apr-24,2024,Cessna 500 Citation I,Cessna,XB-CSI,DGA Grupo de Consultoría Legal,0,"Monterrey-Del Norte International Airport (NTR/MMAN), Apocada, NL",sub,Miscellaneous,0,0
16-Apr-24,2024,Boeing 787-9 Dreamliner,Boeing,ZK-NZC,Air New Zealand,0,SE of Bali,non,Turbulence,0,0
13-Apr-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,C-GJWE,WestJet Encore,0,"Calgary International Airport, AB (YYC/CYYC)",sub,Pilot Error,0,0
12-Apr-24,2024,Cessna 525 Citation M2,Cessna,N22S,HS Flugcharter GmbH,0,"Montreal-St Hubert Airport, QC (YHU/CYHU)",sub,Miscellaneous,0,0
9-Apr-24,2024,Beechcraft B300 King Air 350,Beechcraft,N243MH,Allen Contracting Inc,0,"Wiley Post Airport (PWA/KPWA), Oklahoma City, OK",sub,Bird Strike,0,0
7-Apr-24,2024,Boeing 737 MAX 8,Boeing,C-FSDQ,Air Canada,0,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",unk,Miscellaneous,0,0
7-Apr-24,2024,Cessna 208 Caravan I,Cessna,N90JF,"ISR Aviation LLC, opb Connecticut Parachutists Inc",0,"Ellington Airport (7B9), Ellington, CT",sub,Pilot Error,0,0
3-Apr-24,2024,Boeing 717-2BD,Boeing,N899AT,Delta Air Lines,0,"near Cecil, NC",non,Turbulence,0,0
3-Apr-24,2024,Boeing 737-7CT WL),Boeing,N567WN,Southwest Airlines,0,over Gulf of Mexico,non,Turbulence,0,0
1-Apr-24,2024,Boeing 787-8 Dreamliner,Boeing,JA843J,Japan Airlines (JAL),0,150 km SE of Tokyo/Narita International Airport (NRT/RJAA),non,Turbulence,0,0
31-Mar-24,2024,Boeing 727-2Q9 (F),Boeing,5Y-IRE,Safe Air Company (SAC),0,Malakal Airport (MAK/HJMK),w/o,Miscellaneous,0,0
30-Mar-24,2024,de Havilland Canada DHC-8-314 (F) Dash 8,de Havilland Canada,C-GAIW,Air Inuit Cargo,0,Kangiqsujuaq Airport (YWB/CYKG),sub,Mechanical Failure,0,0
27-Mar-24,2024,Boeing 757-232 (WL),Boeing,N6705Y,Delta Air Lines,0,"near Lakeland, GA",non,Turbulence,0,0
23-Mar-24,2024,Boeing 767-338ER (BDSF),Boeing,N372CM,"DHL Aviation, opb ABX Air",0,Panama City-Tocumen International Airport (PTY),sub,Miscellaneous,0,0
20-Mar-24,2024,Boeing 787-9 Dreamliner,Boeing,JA891A,All Nippon Airways - ANA,0,55 km S of Tokyo/Narita International Airport (NRT/RJAA),sub,Miscellaneous,0,0
19-Mar-24,2024,Antonov An-26,Antonov,AVIONS-401,South Sudanese Air Force,0,Yida Airstrip,w/o,Pilot Error,0,0
17-Mar-24,2024,Let L-410UVP,Let,9S-GPB,Cetraca Aviation Service,0,Butembo Airport (FZBM),sub,Undetermined,0,0
14-Mar-24,2024,Boeing 737-8H4 (WL),Boeing,N8520Q,Southwest Airlines,0,"Como, TN",non,Turbulence,0,0
12-Mar-24,2024,Beechcraft B200 King Air,Beechcraft,N299AV,Teton Leasing LLC,0,"Billings Logan International Airport (BIL/KBIL), Billings, MT",sub,Undetermined,0,0
11-Mar-24,2024,Boeing 787-9 Dreamliner,Boeing,CC-BGG,LATAM Airlines Chile,0,over Tasman Sea,non,Undetermined,0,0
9-Mar-24,2024,Boeing 737-7H4 (WL),Boeing,N411WN,Southwest Airlines,0,"near Aylett, VA",non,Turbulence,0,0
9-Mar-24,2024,Lockheed L-100-30 Hercules,Lockheed,5X-SBR,,0,Jowhar Airport (HCJH),sub,Runway,0,0
8-Mar-24,2024,Boeing 737 MAX 8,Boeing,N27290,United Airlines,0,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",sub,Pilot Error,0,0
3-Mar-24,2024,Fairchild SA227-AT Expediter,Fairchild,N563TR,Kolob Canyons Air Services,0,"Smyrna Airport (MQY/KMQY), Liberty, TN",sub,Miscellaneous,0,0
1-Mar-24,2024,Beechcraft B200 Super King Air,Beechcraft,ZS-TKI,,0,Kalahari Gold Mine Airfield,min,Pilot Error,0,0
28-Feb-24,2024,Cessna 208 Caravan I,Cessna,PT-PBC,Secretaria da Segurança Pública e Defesa Social Pará,0,"Alenquer-Fazenda Tambaú, PA (SD8G)",sub,Undetermined,0,0
25-Feb-24,2024,Boeing 757-224 (WL),Boeing,N13138,United Airlines,0,"San Francisco International Airport, CA (SFO/KSFO)",sub,Pilot Error,0,0
23-Feb-24,2024,Cessna 208 Caravan,Cessna,N85WL,Willis Lease Finance Corporation,0,Miami Seaplane Base (X44),sub,Undetermined,0,0
18-Feb-24,2024,Boeing 767-332ER (WL),Boeing,N176DZ,Delta Air Lines,0,"TMA Bogota, Sector North",non,Turbulence,0,0
18-Feb-24,2024,Embraer ERJ-195LR,Embraer,OY-GDC,"Marathon Airlines, opf Air Serbia",0,Beograd-Nikola Tesla Airport (BEG/LYBE),sub,Pilot Error,0,0
14-Feb-24,2024,Hawker Beechcraft 400XP,Hawker,N95GK,PDII LLC,0,"Bentonville Municipal-Louise M Thaden Field, AR (KVBT)",sub,Maintenance ,0,0
12-Feb-24,2024,Britten-Norman BN-2A-21 Islander,Britten-Norman,HC-CXK,ESAV Airlines,0,"ca 1 km N off San Cristóbal Airport (SCY), Galapagos Islands",w/o,Pilot Error,0,0
10-Feb-24,2024,Boeing 777-222ER,Boeing,N788UA,United Airlines,0,"near Kelsey, NY",non,Undetermined,0,0
9-Feb-24,2024,Airbus A300F4-622R,Airbus,D-AZMO,"European Air Transport, opf DHL",0,Leipzig Airport (LEJ/EDDP),sub,Pilot Error,0,0
9-Feb-24,2024,McDonnell Douglas MD-82,Boeing,5Y-AXL,African Express Airways,0,Malakal Airport (MAK),sub,Pilot Error,0,0
8-Feb-24,2024,Airbus A321-231 (WL),Airbus,N956JT,Jetblue Airways,0,"Boston-Logan International Airport (BOS/KBOS), Boston, MA",sub,Miscellaneous,0,0
8-Feb-24,2024,Airbus A321-271NX,Airbus,N2157J,JetBlue Airways,0,"Boston-Logan International Airport (BOS/KBOS), Boston, MA",min,Miscellaneous,0,0
1-Feb-24,2024,Boeing 787-9 Dreamliner,Boeing,JA899A,All Nippon Airways - ANA,0,100 km SSE of Chubu Centrair Internationl Airport (NGO/RJGG),non,Turbulence,0,0
28-Jan-24,2024,Honda HA-420 HondaJet,Honda,N103JT,"Frayer Jets 7 LLC, opb GC Aviation",0,"Orlando International Airport (MCO/KMCO), Orlando, FL",sub,Turbulence,0,0
26-Jan-24,2024,Beechcraft C99 Commuter,Beechcraft,N53RP,"Ameriflight, opf Wiggins Airways",0,"Londonderry, NH",w/o,Undetermined,0,0
25-Jan-24,2024,Cessna 208 Caravan I,Cessna,VH-ZWH,Sydney Seaplanes,0,"Sydney Harbour, near Rose Bay Water Airport (RSE/YRAY), NSW",sub,Miscellaneous,0,0
21-Jan-24,2024,Airbus A350-941,Airbus,F-HTYH,Air France,0,"Toronto–Lester B. Pearson International Airport, Ontario (YYZ)",min,Miscellaneous,0,0
21-Jan-24,2024,Cirrus SF50 Vision Jet G2+,Cirrus,PS-DAO,RBL Guindastes e Transportes Especiais Ltda,0,"Angra dos Reis Airport (SDAG), Angra dos Reis, RJ",sub,Mechanical Failure,0,0
20-Jan-24,2024,Cessna 208B Grand Caravan,Cessna,5Y-SPZ,IMI,0,Kasese Airport,sub,Miscellaneous,0,0
18-Jan-24,2024,Bombardier DHC-8-402Q Dash 8,Bombardier,ET-AVS,Ethiopian Airlines,0,Mekele Airport (MQX/HAMK),sub,Mechanical Failure,0,0
17-Jan-24,2024,Airbus A320-214,Airbus,D-AICP,Condor Flugdienst,0,München-Franz Josef Strauss Airport (MUC/EDDM),non,Miscellaneous,0,0
11-Jan-24,2024,Learjet 55,Learjet,N558RA,Royal Air Freight,0,"Mission Field Airport (LVM/KLVM), Livingston, MT",sub,Pilot Error,0,0
10-Jan-24,2024,Boeing 737-924ER (WL),Boeing,N62883,United Airlines,0,"Houston-George Bush Intercontinental Airport (IAH/KIAH), Houston, TX",sub,Pilot Error,0,0
8-Jan-24,2024,Cessna 208B Grand Caravan,Cessna,VH-NWJ,East Air,0,"Lizard Island Airport (YLZI), Lizard Island, QLD",sub,Mechanical Failure,0,0
5-Jan-24,2024,Boeing 737-8Q8 (WL),Boeing,LV-KJE,Flybondi,0,"Mar del Plata-Astor Piazzolla International Airport, BA (MDQ/SAZM)",sub,Miscellaneous,0,0
5-Jan-24,2024,Boeing 737 MAX 9,Boeing,N704AL,Alaska Airlines,0,"Portland, OR",sub,Maintenance ,0,0
2-Jan-24,2024,Learjet 35A,Learjet,N46MF,Med Flight Air Ambulance Inc,0,"San Marcos Regional Airport (HYI/KHYI), San Marcos, TX",sub,Pilot Error,0,0
23-Jun-21,2021,Lockheed L-100-30 Hercules,Lockheed,,Ethiopian Air Force,0,near Gijet,w/o,Miscellaneous,0,0
24-Feb-22,2022,Antonov An-26,Antonov,RF-36074,Russian Air Force,0,"near Ostrogozhsk, Voronezh Region",w/o,Pilot Error,0,0
27-Jan-23,2023,Ilyushin Il-18D,Ilyushin,TL-KBR,,0,Al-Khadim Air Base,w/o,Fire,0,0
